Interaction_ID,Customer_ID,Employee_ID,Branch_ID,Interaction_Date,Interaction_Channel,Interaction_Type,Issue_Severity,Resolution_Status,Resolution_Time_Hours,Customer_Satisfaction_Score,Interaction_Duration_Minutes
INT_032133,CUST_05648,EMP_0156,BR_032,15-05-2026,Phone,Sales,Low,Resolved,2.6,5,19
INT_032134,CUST_07078,EMP_0392,BR_050,13-01-2026,Branch,Complaint,Medium,Resolved,4.4,5,6
INT_032135,CUST_02835,EMP_0132,BR_013,23-11-2024,Phone,Complaint,Low,Escalated,6.4,4,10
INT_032136,CUST_00285,EMP_0066,BR_004,13-12-2024,Branch,Service Request,Low,Resolved,5.5,4,5
INT_032137,CUST_07126,EMP_0132,BR_013,17-04-2026,Email,Query,Low,Resolved,3.2,5,5
INT_032138,CUST_00034,EMP_0062,BR_009,09-12-2025,Mobile App,Service Request,Low,Resolved,4,5,2
INT_032139,CUST_09401,EMP_0292,BR_034,20-06-2025,Phone,Sales,Low,Resolved,1,4,35
INT_032140,CUST_00860,EMP_0148,BR_034,15-09-2024,Email,Sales,High,Resolved,9.3,5,12
INT_032141,CUST_04481,EMP_0121,BR_041,09-05-2025,Email,Complaint,Low,Resolved,7.4,4,5
INT_032142,CUST_07520,EMP_0190,BR_012,21-08-2025,Branch,Sales,Medium,Resolved,3.3,5,11
INT_032143,CUST_05524,EMP_0059,BR_033,26-09-2025,Phone,Service Request,Low,Resolved,5.8,5,11
INT_032144,CUST_05700,EMP_0269,BR_005,04-02-2024,Mobile App,Service Request,Medium,Pending,8.2,4,13
INT_032145,CUST_04157,EMP_0174,BR_001,24-01-2024,Mobile App,Service Request,Low,Pending,9.9,5,20
INT_032146,CUST_03666,EMP_0481,BR_029,15-06-2025,Internet Banking,Query,High,Resolved,0.8,5,9
INT_032147,CUST_00595,EMP_0201,BR_039,30-04-2025,Phone,Complaint,Low,Resolved,4.4,4,10
INT_032148,CUST_04292,EMP_0076,BR_042,26-11-2024,Branch,Sales,Low,Resolved,5.7,5,19
INT_032149,CUST_02069,EMP_0243,BR_020,25-06-2024,Mobile App,Complaint,Medium,Resolved,0.7,5,14
INT_032150,CUST_04466,EMP_0364,BR_002,14-02-2026,Phone,Query,Low,Resolved,8.8,5,11
INT_032151,CUST_05823,EMP_0265,BR_022,13-08-2026,Branch,Complaint,High,Escalated,10.9,4,9
INT_032152,CUST_07682,EMP_0174,BR_001,23-07-2024,Phone,Sales,Medium,Escalated,15.8,4,15
INT_032153,CUST_08761,EMP_0317,BR_010,29-04-2025,Branch,Sales,Low,Resolved,1,4,23
INT_032154,CUST_08097,EMP_0251,BR_034,20-12-2024,Email,Sales,Low,Resolved,11.7,5,4
INT_032155,CUST_00025,EMP_0489,BR_032,29-03-2025,Phone,Complaint,Low,Pending,4.4,3,13
INT_032156,CUST_07176,EMP_0374,BR_039,11-03-2025,Mobile App,Query,Low,Resolved,0.6,5,6
INT_032157,CUST_05080,EMP_0298,BR_005,11-09-2025,Branch,Service Request,Medium,Resolved,5.8,4,19
INT_032158,CUST_01223,EMP_0416,BR_049,20-12-2024,Phone,Service Request,Low,Resolved,5.3,4,26
INT_032159,CUST_06290,EMP_0462,BR_037,07-11-2024,Email,Query,Low,Resolved,0.5,4,5
INT_032160,CUST_02457,EMP_0393,BR_048,18-01-2026,Phone,Query,High,Resolved,2.2,5,5
INT_032161,CUST_01154,EMP_0344,BR_047,06-05-2026,Internet Banking,Query,Low,Resolved,5.9,5,33
INT_032162,CUST_08491,EMP_0386,BR_045,19-04-2026,Email,Complaint,Low,Resolved,2.1,5,27
INT_032163,CUST_00307,EMP_0449,BR_031,22-03-2025,Branch,Sales,High,Resolved,2.7,5,18
INT_032164,CUST_07082,EMP_0019,BR_025,12-07-2024,Mobile App,Sales,Medium,Resolved,4.3,5,3
INT_032165,CUST_09435,EMP_0177,BR_002,10-03-2025,Phone,Service Request,Low,Pending,3.9,4,3
INT_032166,CUST_08109,EMP_0209,BR_050,08-04-2026,Mobile App,Sales,Low,Resolved,3.6,5,13
INT_032167,CUST_04779,EMP_0492,BR_044,28-01-2024,Phone,Query,Low,Resolved,3.3,5,29
INT_032168,CUST_08227,EMP_0269,BR_005,18-04-2025,Phone,Sales,Medium,Resolved,0.4,5,7
INT_032169,CUST_06268,EMP_0372,BR_017,14-06-2024,Phone,Complaint,Medium,Resolved,8.6,5,13
INT_032170,CUST_03518,EMP_0275,BR_046,22-02-2024,Mobile App,Service Request,Medium,Resolved,1.5,4,15
INT_032171,CUST_05637,EMP_0406,BR_030,06-05-2024,Phone,Service Request,High,Resolved,1.9,4,39
INT_032172,CUST_05291,EMP_0209,BR_050,27-06-2024,Phone,Sales,Low,Resolved,6.3,4,21
INT_032173,CUST_05666,EMP_0244,BR_017,21-01-2024,Email,Query,High,Resolved,1.9,3,9
INT_032174,CUST_04945,EMP_0357,BR_041,20-11-2025,Mobile App,Service Request,Low,Resolved,2.5,5,11
INT_032175,CUST_04454,EMP_0367,BR_020,01-12-2025,Phone,Service Request,High,Resolved,3.5,4,6
INT_032176,CUST_08137,EMP_0421,BR_022,23-02-2024,Phone,Sales,Low,Pending,1.4,4,9
INT_032177,CUST_09939,EMP_0167,BR_032,30-08-2024,Internet Banking,Service Request,Medium,Resolved,3.6,4,7
INT_032178,CUST_08748,EMP_0024,BR_024,28-10-2024,Phone,Sales,Medium,Pending,4.1,4,33
INT_032179,CUST_09899,EMP_0487,BR_006,11-04-2025,Mobile App,Query,Low,Pending,4,4,39
INT_032180,CUST_03626,EMP_0272,BR_018,09-03-2025,Phone,Loan Enquiry,Medium,Resolved,6.5,5,17
INT_032181,CUST_07176,EMP_0111,BR_047,30-03-2024,Internet Banking,Complaint,Low,Resolved,4.2,5,21
INT_032182,CUST_02438,EMP_0302,BR_021,27-05-2026,Mobile App,Query,Low,Resolved,1.7,4,7
INT_032183,CUST_01568,EMP_0343,BR_035,08-08-2026,Branch,Service Request,Low,Resolved,3.8,4,5
INT_032184,CUST_07334,EMP_0384,BR_007,02-09-2025,Phone,Query,Low,Resolved,4.9,5,17
INT_032185,CUST_02378,EMP_0324,BR_027,08-04-2025,Phone,Query,Low,Resolved,5.3,4,43
INT_032186,CUST_00030,EMP_0402,BR_025,11-07-2026,Email,Sales,Medium,Resolved,5.3,5,12
INT_032187,CUST_00215,EMP_0059,BR_033,21-04-2024,Phone,Service Request,High,Pending,4.8,5,13
INT_032188,CUST_09855,EMP_0134,BR_006,22-01-2024,Phone,Sales,Medium,Resolved,2.5,5,8
INT_032189,CUST_04811,EMP_0113,BR_044,29-09-2024,Mobile App,Query,Medium,Resolved,4.8,5,2
INT_032190,CUST_01850,EMP_0268,BR_016,10-02-2026,Internet Banking,Query,Medium,Resolved,5.8,4,13
INT_032191,CUST_09428,EMP_0437,BR_009,24-10-2025,Phone,Complaint,Medium,Resolved,3.9,5,13
INT_032192,CUST_02032,EMP_0052,BR_011,22-12-2025,Email,Query,Low,Escalated,6.5,4,30
INT_032193,CUST_09716,EMP_0188,BR_010,28-04-2026,Email,Query,High,Pending,9.8,5,24
INT_032194,CUST_06073,EMP_0278,BR_020,01-07-2026,Phone,Query,Medium,Resolved,3,5,26
INT_032195,CUST_02015,EMP_0141,BR_025,14-01-2024,Email,Service Request,Medium,Pending,5.9,5,31
INT_032196,CUST_03921,EMP_0077,BR_037,28-03-2024,Email,Complaint,Low,Resolved,3.2,5,11
INT_032197,CUST_05633,EMP_0173,BR_039,12-08-2025,Phone,Query,Medium,Pending,4.7,4,17
INT_032198,CUST_00309,EMP_0203,BR_019,25-04-2026,Internet Banking,Service Request,Low,Escalated,9.7,4,34
INT_032199,CUST_03579,EMP_0174,BR_001,26-08-2025,Phone,Sales,Medium,Resolved,2.7,5,12
INT_032200,CUST_02928,EMP_0113,BR_044,21-03-2024,Email,Loan Enquiry,High,Resolved,5.4,4,26
INT_032201,CUST_01527,EMP_0437,BR_009,25-06-2026,Branch,Query,Medium,Resolved,5.4,5,35
INT_032202,CUST_08761,EMP_0319,BR_044,18-10-2025,Branch,Query,Low,Resolved,2.7,5,12
INT_032203,CUST_01295,EMP_0111,BR_047,18-04-2026,Branch,Service Request,Low,Resolved,7.7,5,8
INT_032204,CUST_04678,EMP_0084,BR_019,01-06-2024,Mobile App,Loan Enquiry,Medium,Resolved,2,4,13
INT_032205,CUST_03126,EMP_0488,BR_026,18-11-2025,Phone,Service Request,Medium,Resolved,9.9,5,12
INT_032206,CUST_07929,EMP_0490,BR_035,30-06-2024,Phone,Complaint,Medium,Resolved,4.1,5,8
INT_032207,CUST_09251,EMP_0251,BR_034,11-09-2024,Internet Banking,Sales,Low,Resolved,10.2,4,6
INT_032208,CUST_02043,EMP_0174,BR_001,21-01-2024,Branch,Sales,Low,Resolved,7.1,5,21
INT_032209,CUST_00440,EMP_0106,BR_027,27-02-2025,Email,Query,Medium,Resolved,7.4,4,14
INT_032210,CUST_06976,EMP_0478,BR_037,09-02-2024,Mobile App,Complaint,Low,Resolved,6.7,5,8
INT_032211,CUST_08002,EMP_0134,BR_006,23-12-2024,Email,Query,Low,Resolved,5.7,4,41
INT_032212,CUST_02965,EMP_0452,BR_030,13-06-2026,Branch,Service Request,High,Resolved,4.6,4,27
INT_032213,CUST_05973,EMP_0093,BR_024,16-06-2025,Mobile App,Service Request,High,Resolved,6,4,12
INT_032214,CUST_07598,EMP_0360,BR_003,27-06-2025,Mobile App,Loan Enquiry,Low,Resolved,0.8,5,3
INT_032215,CUST_01092,EMP_0274,BR_028,12-08-2024,Internet Banking,Loan Enquiry,Low,Resolved,1,4,10
INT_032216,CUST_05623,EMP_0452,BR_030,04-10-2025,Email,Query,Low,Escalated,6.4,4,5
INT_032217,CUST_01305,EMP_0094,BR_022,14-07-2024,Phone,Loan Enquiry,Low,Resolved,9.6,5,12
INT_032218,CUST_09117,EMP_0117,BR_003,30-08-2024,Phone,Complaint,Low,Resolved,5.9,5,17
INT_032219,CUST_01383,EMP_0050,BR_006,19-03-2024,Mobile App,Query,Low,Resolved,6.7,4,19
INT_032220,CUST_00757,EMP_0236,BR_016,31-03-2025,Internet Banking,Sales,Medium,Pending,1.7,4,14
INT_032221,CUST_07471,EMP_0314,BR_029,29-08-2024,Mobile App,Query,High,Resolved,9.7,4,15
INT_032222,CUST_03378,EMP_0165,BR_019,17-03-2025,Phone,Loan Enquiry,Medium,Resolved,0.9,4,2
INT_032223,CUST_09801,EMP_0470,BR_045,30-05-2024,Email,Query,Low,Resolved,8,4,8
INT_032224,CUST_08799,EMP_0006,BR_012,04-03-2024,Branch,Sales,Low,Pending,5.9,5,5
INT_032225,CUST_03520,EMP_0173,BR_039,13-04-2026,Branch,Sales,Low,Resolved,2.2,5,8
INT_032226,CUST_03200,EMP_0226,BR_007,04-07-2026,Phone,Query,Medium,Resolved,4.9,4,12
INT_032227,CUST_06956,EMP_0082,BR_001,09-09-2024,Phone,Query,Low,Resolved,1.9,5,22
INT_032228,CUST_01790,EMP_0315,BR_027,08-08-2025,Email,Sales,Low,Resolved,5.3,4,6
INT_032229,CUST_07219,EMP_0181,BR_037,15-04-2025,Branch,Query,Low,Pending,7.6,4,15
INT_032230,CUST_07739,EMP_0184,BR_040,06-06-2025,Phone,Query,Low,Resolved,8.7,5,2
INT_032231,CUST_04492,EMP_0124,BR_018,26-10-2024,Mobile App,Sales,Low,Resolved,0.3,5,5
INT_032232,CUST_09273,EMP_0030,BR_010,19-03-2026,Mobile App,Query,Low,Resolved,1.5,5,10
INT_032233,CUST_07279,EMP_0010,BR_023,14-02-2024,Mobile App,Service Request,Medium,Resolved,2.3,5,14
INT_032234,CUST_08020,EMP_0149,BR_014,22-05-2025,Mobile App,Complaint,Low,Escalated,7.8,4,20
INT_032235,CUST_06564,EMP_0452,BR_030,28-10-2024,Mobile App,Complaint,Low,Resolved,3,5,10
INT_032236,CUST_04050,EMP_0305,BR_006,30-03-2025,Phone,Sales,Low,Resolved,5.1,5,2
INT_032237,CUST_06480,EMP_0409,BR_025,08-11-2025,Internet Banking,Sales,Medium,Resolved,3.3,5,7
INT_032238,CUST_00684,EMP_0282,BR_039,31-12-2024,Phone,Sales,Low,Resolved,6.8,3,35
INT_032239,CUST_03362,EMP_0108,BR_014,16-05-2025,Mobile App,Query,Medium,Escalated,4.1,4,12
INT_032240,CUST_01153,EMP_0238,BR_043,19-01-2026,Internet Banking,Sales,Low,Resolved,4,5,9
INT_032241,CUST_00336,EMP_0304,BR_031,08-08-2026,Branch,Query,Low,Pending,19.2,5,14
INT_032242,CUST_06843,EMP_0248,BR_019,27-05-2025,Mobile App,Complaint,Low,Resolved,2.4,5,18
INT_032243,CUST_09225,EMP_0121,BR_041,24-04-2024,Email,Complaint,Low,Resolved,2.2,5,13
INT_032244,CUST_05429,EMP_0321,BR_025,02-09-2024,Email,Query,Low,Resolved,10.5,5,2
INT_032245,CUST_09746,EMP_0380,BR_047,03-01-2026,Mobile App,Query,Low,Resolved,9.5,4,11
INT_032246,CUST_08802,EMP_0105,BR_007,16-01-2025,Phone,Complaint,Low,Resolved,10.9,4,7
INT_032247,CUST_05790,EMP_0304,BR_031,10-08-2024,Phone,Sales,Low,Pending,6.7,4,19
INT_032248,CUST_04615,EMP_0462,BR_037,05-12-2024,Mobile App,Query,High,Pending,5.7,5,16
INT_032249,CUST_06296,EMP_0487,BR_006,18-10-2024,Mobile App,Query,Medium,Resolved,4.6,4,5
INT_032250,CUST_06074,EMP_0183,BR_031,29-11-2024,Mobile App,Sales,Low,Resolved,0.7,5,10
INT_032251,CUST_01488,EMP_0114,BR_039,10-08-2025,Email,Service Request,High,Pending,2.6,4,17
INT_032252,CUST_09494,EMP_0274,BR_028,23-03-2025,Mobile App,Service Request,Low,Resolved,4,4,18
INT_032253,CUST_06913,EMP_0383,BR_002,10-03-2024,Mobile App,Complaint,Low,Resolved,4.1,5,16
INT_032254,CUST_03838,EMP_0461,BR_050,10-07-2024,Mobile App,Sales,Low,Resolved,5.2,4,6
INT_032255,CUST_02494,EMP_0027,BR_021,18-01-2024,Mobile App,Query,Low,Resolved,6.4,4,15
INT_032256,CUST_07174,EMP_0283,BR_005,08-09-2025,Branch,Service Request,Low,Resolved,3.4,5,6
INT_032257,CUST_04540,EMP_0074,BR_042,14-09-2024,Email,Service Request,Medium,Resolved,1.9,4,4
INT_032258,CUST_06521,EMP_0030,BR_010,08-06-2024,Mobile App,Service Request,High,Resolved,5.6,5,26
INT_032259,CUST_05466,EMP_0325,BR_009,18-09-2024,Phone,Query,Medium,Resolved,2.9,5,13
INT_032260,CUST_04019,EMP_0379,BR_008,04-06-2025,Branch,Service Request,Medium,Escalated,6.7,4,14
INT_032261,CUST_06264,EMP_0324,BR_027,17-03-2025,Branch,Query,Low,Resolved,1.7,5,33
INT_032262,CUST_02717,EMP_0429,BR_018,01-05-2025,Phone,Query,Medium,Resolved,4.6,5,15
INT_032263,CUST_04499,EMP_0458,BR_042,14-11-2024,Branch,Sales,Low,Resolved,4.2,3,3
INT_032264,CUST_02619,EMP_0374,BR_039,05-01-2024,Mobile App,Sales,High,Resolved,0.6,4,10
INT_032265,CUST_07885,EMP_0224,BR_024,23-02-2024,Branch,Sales,Low,Resolved,9.1,4,17
INT_032266,CUST_00463,EMP_0054,BR_027,07-02-2026,Mobile App,Loan Enquiry,Low,Resolved,5.5,5,25
INT_032267,CUST_01806,EMP_0100,BR_046,29-03-2025,Internet Banking,Query,Low,Resolved,3,5,16
INT_032268,CUST_06451,EMP_0366,BR_033,03-02-2026,Phone,Loan Enquiry,Low,Resolved,1.4,5,11
INT_032269,CUST_03511,EMP_0133,BR_029,02-06-2025,Branch,Loan Enquiry,Low,Resolved,3,4,13
INT_032270,CUST_05419,EMP_0410,BR_034,26-07-2026,Mobile App,Service Request,Low,Resolved,3.2,5,11
INT_032271,CUST_01243,EMP_0437,BR_009,18-07-2025,Phone,Sales,Medium,Escalated,4.9,4,25
INT_032272,CUST_09303,EMP_0481,BR_029,16-10-2024,Branch,Loan Enquiry,Low,Resolved,1.7,5,9
INT_032273,CUST_02912,EMP_0234,BR_037,14-05-2026,Internet Banking,Sales,Medium,Resolved,4.1,4,7
INT_032274,CUST_08880,EMP_0492,BR_044,20-05-2024,Email,Service Request,Low,Resolved,6.3,5,20
INT_032275,CUST_04421,EMP_0174,BR_001,11-09-2024,Internet Banking,Query,Low,Resolved,3.7,4,30
INT_032276,CUST_07436,EMP_0393,BR_048,16-03-2024,Mobile App,Service Request,Low,Pending,7.5,5,12
INT_032277,CUST_05068,EMP_0256,BR_007,11-06-2026,Mobile App,Service Request,Low,Resolved,5.3,5,23
INT_032278,CUST_06289,EMP_0162,BR_049,04-03-2024,Internet Banking,Complaint,Low,Escalated,3.3,4,7
INT_032279,CUST_01629,EMP_0477,BR_048,12-04-2024,Mobile App,Sales,Low,Resolved,7.4,4,5
INT_032280,CUST_01627,EMP_0133,BR_029,04-03-2026,Phone,Query,High,Resolved,4.5,4,16
INT_032281,CUST_01409,EMP_0324,BR_027,03-04-2026,Mobile App,Sales,Medium,Resolved,2.5,5,22
INT_032282,CUST_04138,EMP_0427,BR_015,19-09-2024,Phone,Query,Low,Resolved,2.5,5,29
INT_032283,CUST_06451,EMP_0447,BR_003,06-07-2025,Mobile App,Query,Low,Resolved,2.9,5,14
INT_032284,CUST_08512,EMP_0140,BR_014,16-03-2025,Mobile App,Service Request,Low,Resolved,10.7,5,14
INT_032285,CUST_05774,EMP_0328,BR_034,30-05-2025,Phone,Query,Medium,Resolved,3.2,5,19
INT_032286,CUST_03204,EMP_0355,BR_004,23-05-2026,Mobile App,Service Request,Medium,Resolved,3.7,4,15
INT_032287,CUST_08122,EMP_0264,BR_038,19-06-2026,Email,Sales,Medium,Resolved,5.9,5,11
INT_032288,CUST_01839,EMP_0022,BR_023,21-08-2025,Branch,Query,Low,Resolved,1.3,5,5
INT_032289,CUST_07441,EMP_0138,BR_015,14-06-2025,Email,Service Request,Medium,Resolved,2,5,8
INT_032290,CUST_07142,EMP_0185,BR_043,03-03-2025,Phone,Service Request,Low,Resolved,1,4,14
INT_032291,CUST_07052,EMP_0282,BR_039,17-05-2024,Branch,Loan Enquiry,Medium,Pending,6.8,4,8
INT_032292,CUST_02242,EMP_0231,BR_049,14-11-2025,Email,Query,Medium,Resolved,9.3,5,3
INT_032293,CUST_05017,EMP_0273,BR_001,21-09-2025,Branch,Complaint,Medium,Resolved,1.7,5,14
INT_032294,CUST_00968,EMP_0368,BR_006,16-03-2025,Phone,Complaint,Low,Resolved,4.5,5,26
INT_032295,CUST_02627,EMP_0064,BR_008,23-04-2024,Mobile App,Sales,Medium,Resolved,3.3,5,19
INT_032296,CUST_03463,EMP_0189,BR_037,17-05-2025,Mobile App,Sales,Low,Resolved,2.6,4,4
INT_032297,CUST_01153,EMP_0178,BR_013,07-07-2026,Email,Loan Enquiry,Low,Resolved,4.6,4,13
INT_032298,CUST_08544,EMP_0382,BR_006,29-01-2024,Internet Banking,Complaint,Medium,Resolved,0.9,5,24
INT_032299,CUST_02178,EMP_0052,BR_011,04-02-2026,Mobile App,Loan Enquiry,Low,Resolved,1.4,4,7
INT_032300,CUST_01323,EMP_0251,BR_034,14-05-2024,Phone,Complaint,Low,Resolved,3.6,5,4
INT_032301,CUST_00424,EMP_0028,BR_041,13-01-2025,Phone,Complaint,Medium,Pending,2.7,4,16
INT_032302,CUST_08714,EMP_0101,BR_021,02-06-2025,Branch,Service Request,Medium,Resolved,1.7,5,8
INT_032303,CUST_04281,EMP_0374,BR_039,10-03-2024,Branch,Query,Medium,Pending,0.5,4,26
INT_032304,CUST_09846,EMP_0185,BR_043,09-01-2026,Phone,Loan Enquiry,Medium,Resolved,2.3,5,4
INT_032305,CUST_09024,EMP_0388,BR_029,24-10-2025,Mobile App,Complaint,High,Resolved,7.2,4,14
INT_032306,CUST_07200,EMP_0458,BR_042,30-08-2025,Internet Banking,Complaint,Medium,Resolved,4.2,5,8
INT_032307,CUST_01081,EMP_0107,BR_034,06-10-2024,Email,Query,Medium,Resolved,5.1,5,13
INT_032308,CUST_05691,EMP_0195,BR_004,18-04-2026,Phone,Sales,Low,Resolved,2.3,5,13
INT_032309,CUST_05061,EMP_0290,BR_017,09-09-2025,Mobile App,Complaint,Low,Resolved,10.6,5,30
INT_032310,CUST_09260,EMP_0358,BR_026,23-08-2024,Phone,Service Request,Low,Resolved,5.4,5,39
INT_032311,CUST_02057,EMP_0445,BR_012,15-07-2026,Mobile App,Complaint,Low,Escalated,1.4,4,6
INT_032312,CUST_04121,EMP_0130,BR_038,31-03-2024,Mobile App,Service Request,Low,Resolved,9,4,26
INT_032313,CUST_08803,EMP_0233,BR_028,05-04-2024,Email,Query,Low,Escalated,17.6,4,6
INT_032314,CUST_01669,EMP_0117,BR_003,01-01-2024,Mobile App,Complaint,Medium,Pending,11.6,5,10
INT_032315,CUST_07729,EMP_0114,BR_039,12-02-2024,Internet Banking,Sales,Low,Resolved,1.5,4,6
INT_032316,CUST_02098,EMP_0302,BR_021,01-02-2024,Phone,Complaint,Medium,Escalated,6.8,4,13
INT_032317,CUST_06663,EMP_0101,BR_021,20-12-2024,Internet Banking,Complaint,Low,Pending,18.8,4,15
INT_032318,CUST_09146,EMP_0395,BR_031,31-10-2025,Internet Banking,Complaint,Low,Pending,27.6,5,7
INT_032319,CUST_03895,EMP_0427,BR_015,31-12-2025,Internet Banking,Sales,Low,Resolved,10.2,5,14
INT_032320,CUST_07925,EMP_0375,BR_031,05-04-2024,Phone,Service Request,Medium,Resolved,4.7,5,18
INT_032321,CUST_01305,EMP_0407,BR_027,07-08-2024,Phone,Query,Medium,Escalated,1.2,4,5
INT_032322,CUST_01282,EMP_0024,BR_024,09-02-2025,Email,Query,Medium,Resolved,3.5,5,47
INT_032323,CUST_03018,EMP_0136,BR_039,04-02-2024,Phone,Loan Enquiry,High,Resolved,5.1,4,19
INT_032324,CUST_07813,EMP_0442,BR_029,16-01-2025,Email,Complaint,Medium,Pending,7.9,4,19
INT_032325,CUST_04191,EMP_0057,BR_045,15-07-2024,Email,Sales,Low,Resolved,6.7,5,4
INT_032326,CUST_02232,EMP_0445,BR_012,03-06-2025,Phone,Complaint,Medium,Resolved,4.3,4,22
INT_032327,CUST_07933,EMP_0339,BR_027,28-07-2025,Mobile App,Query,Low,Resolved,6.2,4,77
INT_032328,CUST_07884,EMP_0186,BR_028,14-04-2026,Branch,Service Request,High,Resolved,0.5,5,26
INT_032329,CUST_07384,EMP_0233,BR_028,07-08-2026,Mobile App,Service Request,High,Resolved,3.9,5,34
INT_032330,CUST_09596,EMP_0190,BR_012,22-04-2025,Email,Service Request,Low,Resolved,4,5,11
INT_032331,CUST_08496,EMP_0229,BR_048,10-07-2025,Phone,Sales,High,Resolved,4,5,25
INT_032332,CUST_02585,EMP_0015,BR_014,10-02-2025,Branch,Loan Enquiry,Low,Escalated,6,4,3
INT_032333,CUST_04466,EMP_0395,BR_031,05-04-2025,Branch,Query,Medium,Resolved,3.8,5,25
INT_032334,CUST_03060,EMP_0496,BR_035,09-02-2024,Mobile App,Query,Medium,Resolved,0.3,5,15
INT_032335,CUST_08600,EMP_0014,BR_048,07-01-2025,Phone,Service Request,Low,Resolved,5.2,5,27
INT_032336,CUST_09781,EMP_0141,BR_025,23-03-2026,Mobile App,Service Request,Medium,Resolved,3.4,5,27
INT_032337,CUST_08811,EMP_0282,BR_039,21-01-2025,Phone,Query,Low,Resolved,4,5,10
INT_032338,CUST_04895,EMP_0135,BR_016,28-03-2024,Mobile App,Service Request,Medium,Pending,17.3,5,14
INT_032339,CUST_04121,EMP_0223,BR_043,17-07-2025,Phone,Sales,Medium,Resolved,9.6,5,10
INT_032340,CUST_09089,EMP_0050,BR_006,30-12-2025,Phone,Loan Enquiry,Low,Resolved,5.7,4,23
INT_032341,CUST_01728,EMP_0271,BR_003,19-02-2025,Branch,Complaint,Low,Resolved,7.9,4,17
INT_032342,CUST_06060,EMP_0387,BR_023,29-12-2024,Email,Query,Low,Resolved,2.6,4,12
INT_032343,CUST_08402,EMP_0106,BR_027,28-02-2024,Mobile App,Loan Enquiry,Low,Resolved,12.9,5,11
INT_032344,CUST_04945,EMP_0421,BR_022,02-12-2024,Branch,Query,Low,Resolved,5.5,5,15
INT_032345,CUST_08646,EMP_0445,BR_012,02-05-2025,Branch,Service Request,Low,Resolved,9.7,5,24
INT_032346,CUST_01638,EMP_0278,BR_020,02-03-2026,Branch,Complaint,Medium,Resolved,4.2,4,21
INT_032347,CUST_00025,EMP_0265,BR_022,01-02-2026,Mobile App,Query,Medium,Resolved,5.5,5,23
INT_032348,CUST_09122,EMP_0496,BR_035,21-02-2026,Branch,Service Request,High,Resolved,4.3,3,3
INT_032349,CUST_08145,EMP_0139,BR_005,30-03-2025,Phone,Sales,Low,Resolved,4.3,5,2
INT_032350,CUST_08535,EMP_0454,BR_024,19-10-2025,Branch,Sales,Medium,Pending,2.5,5,10
INT_032351,CUST_00262,EMP_0395,BR_031,12-12-2025,Internet Banking,Sales,Medium,Escalated,10,4,9
INT_032352,CUST_08012,EMP_0461,BR_050,20-01-2026,Email,Query,Low,Resolved,3.9,4,15
INT_032353,CUST_08188,EMP_0475,BR_041,03-10-2024,Email,Query,Medium,Pending,3.2,5,4
INT_032354,CUST_02751,EMP_0179,BR_020,13-04-2026,Branch,Query,Low,Resolved,13.5,5,29
INT_032355,CUST_08598,EMP_0351,BR_036,01-08-2024,Internet Banking,Query,Medium,Resolved,5.6,4,23
INT_032356,CUST_07214,EMP_0096,BR_002,16-10-2025,Internet Banking,Complaint,Low,Escalated,5,4,15
INT_032357,CUST_00089,EMP_0367,BR_020,10-04-2025,Mobile App,Query,Medium,Resolved,1.2,4,17
INT_032358,CUST_09784,EMP_0368,BR_006,20-11-2024,Internet Banking,Service Request,Medium,Resolved,2.4,5,7
INT_032359,CUST_08604,EMP_0496,BR_035,05-12-2025,Branch,Service Request,Low,Resolved,5.3,5,15
INT_032360,CUST_04613,EMP_0172,BR_012,27-12-2024,Internet Banking,Loan Enquiry,Low,Resolved,2.4,5,22
INT_032361,CUST_06688,EMP_0419,BR_003,09-01-2025,Internet Banking,Sales,Low,Resolved,1.6,4,23
INT_032362,CUST_05757,EMP_0450,BR_036,12-03-2024,Phone,Service Request,Medium,Resolved,4.9,5,17
INT_032363,CUST_09837,EMP_0247,BR_042,07-08-2024,Branch,Service Request,Medium,Resolved,8.1,4,25
INT_032364,CUST_00684,EMP_0440,BR_018,04-04-2026,Phone,Sales,Medium,Resolved,9.7,4,32
INT_032365,CUST_04089,EMP_0166,BR_017,21-04-2024,Branch,Query,Medium,Resolved,3.1,5,6
INT_032366,CUST_04763,EMP_0204,BR_031,05-10-2025,Mobile App,Sales,Medium,Pending,21.1,3,11
INT_032367,CUST_01385,EMP_0403,BR_038,24-07-2025,Internet Banking,Service Request,Medium,Resolved,1.7,5,5
INT_032368,CUST_03167,EMP_0260,BR_026,31-08-2025,Phone,Query,Low,Resolved,3.8,5,25
INT_032369,CUST_09089,EMP_0351,BR_036,21-06-2024,Phone,Loan Enquiry,Low,Resolved,7.9,4,7
INT_032370,CUST_05804,EMP_0130,BR_038,21-09-2025,Phone,Service Request,Low,Resolved,4.2,5,11
INT_032371,CUST_09461,EMP_0229,BR_048,09-10-2024,Internet Banking,Service Request,Low,Pending,11.6,5,3
INT_032372,CUST_00211,EMP_0299,BR_030,16-11-2025,Mobile App,Service Request,Low,Resolved,3.9,4,35
INT_032373,CUST_04102,EMP_0198,BR_007,19-01-2026,Mobile App,Query,Low,Escalated,7.5,4,21
INT_032374,CUST_09450,EMP_0209,BR_050,13-05-2024,Email,Service Request,Low,Resolved,7.6,5,18
